,,,,,,,,,,,,,,,,,,,,,visivel
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TÍTULO,EDIÇÃO,EDITORA,CATEGORIA,LIDO,OBS,INCLUSAO,,,,,,,,,,,,,,,
ASTERIOS POLYP,ÚNICA,QUADRINHOS NA CIA,HQ,SIM,,,,,,,,,,,,,,,,,
ASTERIX OMNIBIS,1,RECORD,HQ,SIM,,,,,,,,,,,,,,,,,
ASTERIX OMNIBIS,2,RECORD,HQ,SIM,,,,,,,,,,,,,,,,,
ASTROBOY BIG,1,JBC,MANGÁ,SIM,,,,,,,,,,,,,,,,,
ASTROBOY BIG,2,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
ASTROBOY BIG,3,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
ATÔMICA,ÚNICA,DARKSIDE,HQ,SIM,,,,,,,,,,,,,,,,,
AUTHORITY,1,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
AUTHORITY,2,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
AUTHORITY,3,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
AUTHORITY,4,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,2,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,3,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,4,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,5,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,6,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,7,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,8,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,9,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,10,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,11,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,12,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
AVENTURAS MARVEL,13,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATGIRL RENASCIMENTO,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN 2025,1,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN 2025,2,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN 2025,3,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN 2025,4,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN 2025,5,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN 2025,6,PANINI,HQ,SIM,,26/04/2026,,,,,,,,,,,,,,,
BATMAN 2025,7,PANINI,HQ,NÃO,,18/05/2026,,,,,,,,,,,,,,,
BATMAN A PIADA MORTAL,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN A QUEDA DO MORCEGO,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN A QUEDA DO MORCEGO,2,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN A QUEDA DO MORCEGO,3,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN A TUMBA DO REI TUT,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN ANO 100,1,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN ANO 100,2,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN ANO UM,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN ARQUIVO DE CASOS INEXPLICÁVEIS,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN AS DEZ NOITES DA BESTA,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN BRIGE OR BURGLAR?,6,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN BY GRANT MORRISON OMNIBUS,1,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN DEATH OF THE FAMILY,3,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN DO FUTURO RENASCIMENTO,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN E DEADPOOL,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN E FLASH O BOTON,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN ENDGAME,7,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN GOTHAM 1989,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN GRAVEYARD SHIFT,6,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN I AM BANE,3,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN I AM GOTHAM,1,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN I AM SUICIDE,2,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN LOUCO AMOR E OUTRAS HISTÓRIAS,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN NOEL,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN O CAVALEIRO DAS TREVAS EDIÇÃO DEFINITIVA,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN O FILHO DO DEMÔNIO,ÚNICA,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN O MESSIAS,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN O PRÍNCIPE ENCANTADO DAS TREVAS,1,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN O PRÍNCIPE ENCANTADO DAS TREVAS,2,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN PEQUENA GOTHAM,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN TERRA UM,1,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN TERRA UM,2,PANINI,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN THE CITY OF OWLS,2,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN THE COURT OF OWLS,1,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN THE DARK KNIGHT RETURNS,ÚNICA,DC,HQ,SIM,AUTOGRAFADO,,,,,,,,,,,,,,,,
BATMAN THE GOLDEN AGE OMNIBUS,1,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN THE RULES OF ENGAGEMENT,5,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN THE WAR OD JOKES AND RIDDLES,4,DC,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN VENENO,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN XAMÃ,ÚNICA,PANINI,HQ,SIM,,,,,,,,,,,,,,,,,
BATMAN ZERO YEAR DARK CITY,5,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATMAN ZERO YEAR SECRET CITY,4,DC,HQ,NÃO,,,,,,,,,,,,,,,,,
BATTLE ROYALE,1,PIPOCA E NANQUIM,MANGÁ,SIM,ÍTEM,,,,,,,,,,,,,,,,
BATTLE ROYALE,2,PIPOCA E NANQUIM,MANGÁ,SIM,ÍTEM,,,,,,,,,,,,,,,,
BATTLE ROYALE,3,PIPOCA E NANQUIM,MANGÁ,SIM,ÍTEM,,,,,,,,,,,,,,,,
BATTLE ROYALE,4,PIPOCA E NANQUIM,MANGÁ,SIM,ÍTEM,,,,,,,,,,,,,,,,
BATTLE ROYALE,5,PIPOCA E NANQUIM,MANGÁ,SIM,ÍTEM,,,,,,,,,,,,,,,,
BEASTS OF BURDEN,1,PIPOCA E NANQUIM,HQ,SIM,,,,,,,,,,,,,,,,,
BEASTS OF BURDEN,2,PIPOCA E NANQUIM,HQ,SIM,,,,,,,,,,,,,,,,,
BEASTS OF BURDEN,3,PIPOCA E NANQUIM,HQ,SIM,,,,,,,,,,,,,,,,,
BEASTS OF BURDEN,4,PIPOCA E NANQUIM,HQ,SIM,,,,,,,,,,,,,,,,,
BEOWULF,ÚNICA,PIPOCA E NANQUIM,HQ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,1,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,2,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,3,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,4,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,5,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,6,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,7,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,8,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,9,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,10,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,11,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,12,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,13,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,14,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,15,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,16,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,17,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,18,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,19,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,20,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,21,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,22,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,23,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,24,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,25,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,26,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,27,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,28,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,29,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,30,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,31,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,32,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,33,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,34,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,35,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,36,PANINI,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BERSERK ,42,PANINI,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLACK MAGICK,1,MYTHOS,HQ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,1,JBC,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,2,JBC,MANGÁ,SIM,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,3,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,4,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,5,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,6,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,7,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,8,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,9,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,10,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,11,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,12,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
BLADE A LAMINA DO IMORTAL BIG,13,JBC,MANGÁ,NÃO,,,,,,,,,,,,,,,,,
